Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.63,0.17,1.0915,0.3,2,0,0,1
0.63,0.18,1.1965,0.3995,2,1,0,0
0.63,0.17,1.1745,0.339,2,0,0,1
0.63,0.165,1.233,0.3035,2,0,0,1
0.63,0.175,1.2695,0.328,2,0,0,1
0.635,0.165,1.489,0.3615,2,0,1,0
0.635,0.17,1.4345,0.418,2,0,0,1
0.635,0.175,1.2435,0.305,2,1,0,0
0.635,0.17,1.2615,0.38,2,1,0,0
0.64,0.165,1.2235,0.36,2,1,0,0
0.64,0.18,1.247,0.3685,2,0,0,1
0.64,0.185,1.707,0.4435,2,0,0,1
0.645,0.15,1.1605,0.335,2,0,0,1
0.645,0.175,1.286,0.386,2,0,0,1
0.645,0.19,1.5595,0.3845,2,0,0,1
0.645,0.19,1.4745,0.48,2,0,0,1
0.645,0.195,1.226,0.3745,2,0,0,1
0.645,0.16,1.33,0.317,2,0,0,1
0.645,0.16,1.2415,0.315,2,1,0,0
0.645,0.175,1.3375,0.415,2,0,0,1
0.645,0.19,1.363,0.36,2,1,0,0
0.645,0.15,1.2215,0.33,2,0,0,1
0.645,0.19,1.371,0.35,2,1,0,0
0.65,0.155,1.337,0.335,2,1,0,0
0.65,0.19,1.274,0.391,2,0,0,1
0.65,0.185,1.488,0.378,2,0,0,1
0.65,0.16,1.3835,0.3665,2,0,0,1
0.655,0.18,1.274,0.365,2,0,0,1
0.655,0.15,1.043,0.305,2,1,0,0
0.655,0.19,1.3485,0.425,2,1,0,0
0.655,0.195,1.4405,0.363,2,1,0,0
0.66,0.165,1.3195,0.341,2,0,0,1
0.66,0.175,1.5175,0.415,2,1,0,0
0.66,0.195,1.5505,0.495,2,0,0,1
0.66,0.165,1.6375,0.3925,2,0,0,1
0.665,0.175,1.443,0.353,2,0,0,1
0.665,0.16,1.289,0.3665,2,0,0,1
0.665,0.16,1.2915,0.32,2,1,0,0
0.665,0.175,1.3725,0.395,2,0,0,1
0.665,0.175,1.2975,0.315,2,0,0,1
0.67,0.16,1.2585,0.308,2,0,0,1
0.67,0.165,1.39,0.3,2,0,0,1
0.67,0.19,1.32,0.4275,2,1,0,0
0.67,0.155,1.566,0.354,2,1,0,0
0.67,0.195,1.619,0.465,2,1,0,0
0.675,0.16,1.2835,0.3545,2,0,0,1
0.675,0.195,1.382,0.3965,2,1,0,0
0.68,0.195,1.4535,0.4125,2,0,0,1
0.68,0.2,1.6075,0.4705,2,1,0,0
0.685,0.15,1.3735,0.32,2,0,0,1
0.685,0.175,1.638,0.438,2,1,0,0
0.69,0.2,1.569,0.46,2,1,0,0
0.7,0.175,1.8565,0.54,2,0,0,1
0.7,0.175,1.773,0.512,2,1,0,0
0.705,0.17,1.58,0.265,2,1,0,0
0.71,0.215,2.009,0.502,2,0,0,1
0.71,0.195,1.9805,0.48,2,1,0,0
0.71,0.205,1.5805,0.435,2,1,0,0
0.71,0.22,2.015,0.566,2,0,0,1
0.72,0.2,1.8275,0.485,2,0,0,1
0.72,0.205,2.125,0.511,2,0,0,1
0.72,0.18,1.445,0.435,1,1,0,0
0.725,0.21,2.1425,0.503,2,1,0,0
0.73,0.19,1.9425,0.5655,2,1,0,0
0.735,0.215,1.747,0.557,2,0,0,1
0.74,0.205,2.119,0.482,2,1,0,0
0.75,0.215,1.938,0.575,2,1,0,0
0.75,0.205,2.2205,0.63,2,0,0,1
0.77,0.195,2.5155,0.642,2,0,0,1
0.775,0.25,2.7795,0.578,2,0,0,1
0.275,0.09,0.2315,0.0705,1,0,1,0
0.375,0.1,0.394,0.1125,1,0,1,0
0.375,0.135,0.597,0.1675,1,1,0,0
0.39,0.125,0.564,0.143,1,0,0,1
0.435,0.12,0.5965,0.1645,2,0,1,0
0.445,0.12,0.414,0.117,1,0,0,1
0.455,0.105,0.422,0.1,1,0,1,0
0.455,0.135,0.82,0.211,2,0,1,0
0.455,0.11,0.434,0.1215,2,0,1,0
0.465,0.14,0.7615,0.209,2,0,1,0
0.465,0.115,0.5795,0.12,1,0,0,1
0.485,0.105,0.5205,0.182,2,0,1,0
0.485,0.155,0.968,0.2365,2,0,0,1
0.485,0.16,0.869,0.319,2,0,1,0
0.49,0.16,0.8795,0.2825,2,1,0,0
0.5,0.15,1.0615,0.296,2,0,0,1
0.515,0.155,0.9225,0.273,2,0,0,1
0.515,0.135,1.007,0.252,2,0,0,1
0.525,0.17,0.9605,0.276,2,0,0,1
0.525,0.125,0.65,0.159,1,0,0,1
0.53,0.14,0.7545,0.2105,2,0,0,1
0.535,0.135,0.771,0.1795,2,1,0,0
0.535,0.18,1.0835,0.304,2,0,1,0
0.545,0.165,0.8935,0.228,2,0,1,0
0.545,0.2,1.358,0.403,2,1,0,0
0.545,0.15,1.1185,0.2845,2,1,0,0
0.55,0.165,1.205,0.3345,2,1,0,0
0.55,0.16,1.3405,0.344,2,0,0,1
0.57,0.175,1.02,0.29,2,0,0,1
0.575,0.185,1.025,0.2485,2,0,0,1
0.575,0.13,0.8145,0.213,2,0,1,0
0.58,0.17,1.48,0.4155,2,1,0,0
0.585,0.145,0.953,0.258,2,0,0,1
0.585,0.15,0.8915,0.253,2,0,1,0
0.6,0.175,1.3005,0.3285,2,0,0,1
0.6,0.165,1.038,0.251,2,0,0,1
0.605,0.175,1.2525,0.343,2,0,0,1
0.605,0.15,1.15,0.297,2,0,0,1
0.61,0.15,1.1135,0.3005,2,1,0,0
0.615,0.145,1.1155,0.315,2,1,0,0
0.62,0.145,1.0865,0.2565,2,0,0,1
0.625,0.175,1.254,0.3185,2,0,0,1
0.625,0.185,1.169,0.344,2,0,0,1
0.635,0.195,1.172,0.3475,2,0,0,1
0.635,0.15,1.1845,0.291,2,1,0,0
0.64,0.14,1.0725,0.31,2,1,0,0
0.645,0.16,1.3815,0.315,2,0,0,1
0.65,0.19,1.6125,0.3965,2,0,0,1
0.65,0.16,1.7395,0.3075,2,0,0,1
0.655,0.2,1.5475,0.466,2,1,0,0
0.655,0.19,1.4245,0.378,2,0,0,1
0.665,0.185,1.3405,0.4375,2,1,0,0
0.675,0.175,1.4465,0.389,2,1,0,0
0.685,0.175,1.5845,0.4215,2,1,0,0
0.695,0.185,1.679,0.3965,2,1,0,0
0.695,0.19,1.726,0.455,2,0,0,1
0.705,0.18,1.5395,0.4645,2,1,0,0
0.72,0.195,2.073,0.5015,2,1,0,0
0.72,0.18,1.5865,0.4425,2,0,0,1
0.73,0.21,2.069,0.643,2,0,0,1
0.185,0.04,0.027,0.009,1,0,1,0
0.24,0.055,0.0555,0.018,1,0,1,0
0.31,0.075,0.1275,0.036,1,0,1,0
0.34,0.085,0.1885,0.06,1,0,1,0
0.35,0.08,0.2,0.06,1,0,1,0
0.365,0.085,0.197,0.065,1,0,1,0
0.365,0.085,0.223,0.075,1,0,1,0
0.365,0.075,0.2215,0.07,1,0,1,0
0.39,0.105,0.2665,0.081,2,0,1,0
0.405,0.09,0.269,0.11,1,0,1,0
0.41,0.095,0.2805,0.11,1,0,1,0
0.41,0.105,0.3305,0.105,1,0,1,0
0.415,0.09,0.2815,0.085,1,0,1,0
0.415,0.1,0.2805,0.0975,1,0,1,0
0.415,0.095,0.311,0.115,2,0,1,0
0.42,0.1,0.368,0.1135,2,0,1,0
0.43,0.1,0.3405,0.12,2,0,1,0
0.435,0.1,0.3245,0.098,1,0,1,0
0.435,0.11,0.38,0.11,1,0,1,0
0.435,0.105,0.335,0.105,2,0,1,0
0.435,0.12,0.3215,0.1185,1,0,1,0
0.445,0.11,0.358,0.1185,2,0,1,0
0.465,0.11,0.445,0.166,1,0,1,0
0.47,0.12,0.487,0.135,2,0,1,0
0.475,0.105,0.4535,0.1465,2,0,1,0
0.485,0.13,0.568,0.154,1,0,1,0
0.485,0.12,0.5155,0.147,2,0,1,0
0.485,0.115,0.457,0.15,2,0,1,0
0.495,0.135,0.5095,0.165,2,0,1,0
0.495,0.145,0.5,0.1505,2,0,1,0
0.495,0.14,0.494,0.191,2,0,1,0
0.5,0.11,0.5605,0.15,2,0,1,0
0.505,0.13,0.599,0.225,2,0,1,0
0.505,0.145,0.7045,0.207,2,0,1,0
0.51,0.12,0.7005,0.195,2,1,0,0
0.515,0.135,0.7125,0.245,2,0,1,0
0.515,0.15,0.6725,0.235,2,0,1,0
0.515,0.11,0.5785,0.14,2,0,0,1
0.52,0.11,0.5185,0.184,2,0,1,0
0.52,0.14,0.6375,0.168,2,0,1,0
0.52,0.125,0.5805,0.165,2,0,1,0
0.52,0.115,0.6645,0.1425,1,0,1,0
0.52,0.115,0.581,0.143,2,0,1,0
0.525,0.12,0.596,0.1695,2,0,1,0
0.525,0.145,0.6965,0.21,2,0,1,0
0.525,0.145,0.6095,0.175,2,0,1,0
0.53,0.14,0.677,0.23,2,0,1,0
0.53,0.16,0.7245,0.24,2,0,1,0
0.53,0.13,0.575,0.183,2,0,1,0
0.53,0.12,0.632,0.1875,2,0,1,0
0.535,0.14,1.0015,0.244,2,0,1,0
0.54,0.16,0.9455,0.295,2,1,0,0
0.54,0.135,0.6555,0.192,2,0,1,0
0.54,0.125,0.6255,0.19,2,0,1,0
0.545,0.14,0.8145,0.244,2,0,1,0
0.545,0.14,0.687,0.25,2,0,1,0
0.55,0.14,0.7995,0.238,2,0,1,0
0.55,0.13,0.804,0.23,1,0,1,0
0.555,0.14,0.7495,0.214,2,0,0,1
0.555,0.125,0.599,0.194,2,0,0,1
0.555,0.13,0.7075,0.18,1,0,0,1
0.555,0.175,0.738,0.22,2,0,1,0
0.555,0.135,0.837,0.235,2,0,0,1
0.56,0.165,0.832,0.279,2,0,1,0
0.565,0.125,0.8305,0.23,2,1,0,0
0.565,0.125,0.667,0.185,1,0,0,1
0.565,0.155,0.9355,0.26,2,0,0,1
0.565,0.145,0.8445,0.255,2,0,1,0
0.565,0.16,0.895,0.246,2,0,0,1
0.565,0.155,0.8715,0.25,2,0,1,0
0.57,0.155,1.0005,0.265,2,0,0,1
0.57,0.155,0.832,0.277,2,0,0,1
0.57,0.175,0.9415,0.283,2,0,0,1
0.57,0.13,0.88,0.238,2,0,0,1
0.57,0.12,0.803,0.234,2,1,0,0
0.575,0.13,0.785,0.2265,2,0,0,1
0.575,0.155,0.9765,0.235,2,0,0,1
0.575,0.135,0.992,0.239,2,0,0,1
0.575,0.155,1.013,0.295,2,0,0,1
0.575,0.145,0.876,0.27,2,0,0,1
0.575,0.175,1.099,0.35,2,1,0,0
0.575,0.135,0.8715,0.225,2,0,1,0
0.575,0.135,0.8245,0.239,2,0,1,0
0.575,0.155,0.7955,0.22,2,1,0,0
0.575,0.145,0.857,0.269,2,0,0,1
0.58,0.195,0.8265,0.225,2,1,0,0
0.58,0.165,0.925,0.3005,2,1,0,0
0.58,0.15,1.0465,0.2795,2,0,0,1
0.58,0.145,0.7905,0.242,2,0,1,0
0.58,0.16,0.8295,0.2485,2,0,0,1
0.595,0.15,0.886,0.223,2,0,0,1
0.6,0.135,0.97,0.264,2,1,0,0
0.6,0.17,1.1805,0.329,2,0,0,1
0.6,0.15,0.99,0.3105,2,0,0,1
0.6,0.16,1.133,0.298,2,1,0,0
0.605,0.165,1.071,0.352,2,0,1,0
0.605,0.145,0.862,0.3,2,1,0,0
0.605,0.18,1.1155,0.321,2,0,0,1
0.61,0.14,1.031,0.27,2,0,0,1
0.61,0.145,1.1185,0.2985,2,1,0,0
0.61,0.155,0.957,0.265,2,1,0,0
0.61,0.165,1.1785,0.294,2,1,0,0
0.615,0.145,1.0285,0.285,2,0,0,1
0.615,0.15,1.0875,0.2685,2,0,0,1
0.615,0.16,1.255,0.3225,2,1,0,0
0.615,0.2,1.219,0.3885,2,0,0,1
0.62,0.16,1.035,0.285,2,0,0,1
0.62,0.15,1.195,0.355,2,0,0,1
0.62,0.17,1.062,0.34,2,1,0,0
0.62,0.195,1.5145,0.5195,2,0,0,1
0.62,0.15,1.309,0.325,2,0,0,1
0.62,0.155,1.0295,0.335,2,0,0,1
0.625,0.155,1.0485,0.3215,2,0,0,1
0.625,0.17,1.331,0.361,2,0,0,1
0.625,0.185,1.1565,0.3535,2,0,0,1
0.625,0.16,1.09,0.304,2,1,0,0
0.625,0.18,1.354,0.375,2,1,0,0
0.625,0.145,0.984,0.265,2,1,0,0
0.63,0.155,1.2525,0.289,2,0,0,1
0.635,0.165,1.2695,0.3395,2,1,0,0
0.635,0.165,1.3405,0.412,2,1,0,0
0.635,0.155,1.2895,0.345,2,1,0,0
0.635,0.16,1.195,0.335,2,0,0,1
0.635,0.165,1.273,0.365,2,0,0,1
0.635,0.165,1.229,0.3535,2,0,0,1
0.64,0.165,1.1895,0.35,2,0,0,1
0.64,0.145,1.1145,0.34,2,1,0,0
0.64,0.165,1.3115,0.41,2,1,0,0
0.64,0.135,1.1,0.2925,2,0,1,0
0.64,0.155,1.1285,0.34,2,0,0,1
0.64,0.185,1.4195,0.3255,2,1,0,0
0.645,0.18,1.6195,0.4675,2,1,0,0
0.645,0.175,1.32,0.3385,2,0,0,1
0.645,0.21,1.5535,0.474,3,1,0,0
0.65,0.15,1.238,0.3305,2,0,1,0
0.65,0.155,1.189,0.3645,2,1,0,0
0.65,0.185,1.375,0.3985,2,1,0,0
0.655,0.18,1.412,0.497,2,1,0,0
0.655,0.175,1.348,0.394,2,1,0,0
0.655,0.17,1.1445,0.348,2,0,0,1
0.66,0.205,1.4415,0.49,2,1,0,0
0.66,0.175,1.218,0.37,2,0,0,1
0.665,0.15,1.2475,0.3595,2,1,0,0
0.665,0.2,1.2695,0.436,2,0,0,1
0.665,0.18,1.429,0.4,2,0,0,1
0.67,0.205,1.4015,0.416,2,1,0,0
0.675,0.15,1.312,0.4115,2,0,0,1
0.675,0.185,1.473,0.4245,2,1,0,0
0.68,0.19,1.623,0.4715,2,0,0,1
0.68,0.155,1.534,0.384,2,0,0,1
0.685,0.155,1.3845,0.4075,2,0,0,1
0.69,0.18,1.6915,0.5,2,0,0,1
0.695,0.185,1.5715,0.4505,2,0,0,1
0.7,0.205,1.773,0.538,2,1,0,0
0.7,0.175,1.4405,0.375,2,0,0,1
0.7,0.195,1.6245,0.535,2,0,0,1
0.705,0.22,1.866,0.4395,2,1,0,0
0.72,0.18,1.6705,0.501,2,1,0,0
0.72,0.19,2.081,0.503,2,0,0,1
0.725,0.205,1.6195,0.488,2,1,0,0
0.75,0.195,1.8325,0.44,2,1,0,0
0.76,0.215,2.173,0.646,2,0,0,1
0.135,0.04,0.029,0.008,1,0,1,0
0.16,0.025,0.0195,0.006,1,0,1,0
0.21,0.055,0.0465,0.015,1,0,1,0
0.28,0.075,0.1195,0.03,1,0,1,0
0.28,0.065,0.0895,0.03,1,0,1,0
0.285,0.06,0.0935,0.03,1,0,1,0
0.29,0.07,0.1115,0.03,1,0,1,0
0.29,0.06,0.1195,0.03,1,0,1,0
0.29,0.065,0.097,0.03,1,0,1,0
0.32,0.07,0.133,0.041,1,0,1,0
0.325,0.07,0.1745,0.04,1,0,1,0
0.335,0.08,0.1695,0.0495,1,0,1,0
0.35,0.08,0.17,0.0495,1,0,1,0
0.35,0.07,0.1605,0.046,1,0,1,0
0.355,0.105,0.271,0.0735,2,0,1,0
0.36,0.085,0.2185,0.062,1,0,1,0
0.36,0.085,0.196,0.053,1,0,1,0
0.375,0.08,0.226,0.065,1,0,1,0
0.375,0.085,0.22,0.0605,1,0,1,0
0.395,0.095,0.3,0.078,1,0,1,0
0.405,0.09,0.2875,0.0805,1,0,1,0
0.415,0.11,0.316,0.0925,2,0,1,0
0.425,0.095,0.3675,0.0985,1,0,1,0
0.43,0.11,0.3675,0.105,2,0,1,0
0.435,0.12,0.346,0.095,1,0,1,0
0.45,0.105,0.4955,0.129,2,0,0,1
0.46,0.11,0.4675,0.1375,1,0,1,0
0.47,0.135,0.522,0.145,2,0,0,1
0.47,0.105,0.441,0.145,2,0,1,0
0.475,0.12,0.5185,0.1365,2,0,1,0
0.505,0.12,0.653,0.167,2,0,0,1
0.505,0.135,0.5915,0.185,2,0,0,1
0.505,0.115,0.4825,0.1535,2,0,0,1
0.51,0.135,0.6855,0.2035,2,0,1,0
0.515,0.14,0.6335,0.168,2,0,0,1
0.525,0.13,0.6875,0.1765,2,0,0,1
0.53,0.15,0.741,0.196,2,1,0,0
0.53,0.13,0.6355,0.185,2,1,0,0
0.545,0.14,0.8395,0.2385,2,0,0,1
0.55,0.15,0.9205,0.2675,2,1,0,0
0.56,0.16,0.8215,0.253,2,1,0,0
0.565,0.145,0.9255,0.2475,2,0,0,1
0.57,0.15,0.8295,0.245,2,1,0,0
0.58,0.16,1.063,0.2625,2,0,0,1
0.59,0.165,1.115,0.275,2,0,0,1
0.6,0.14,0.837,0.2425,2,1,0,0
0.605,0.14,0.982,0.295,2,0,0,1
0.61,0.16,1.112,0.341,2,0,0,1
0.625,0.18,1.3485,0.3925,2,1,0,0
0.66,0.195,1.5655,0.386,2,0,0,1
0.255,0.06,0.086,0.025,1,0,1,0
0.27,0.065,0.1065,0.0285,1,0,1,0
0.28,0.08,0.132,0.033,1,0,1,0
0.285,0.07,0.1075,0.027,1,0,1,0
0.32,0.085,0.1745,0.057,2,0,1,0
0.325,0.07,0.152,0.054,2,0,1,0
0.385,0.1,0.2755,0.0725,2,0,1,0
0.395,0.1,0.293,0.082,1,0,1,0
0.4,0.16,0.368,0.105,1,1,0,0
0.405,0.09,0.312,0.087,2,0,1,0
0.415,0.12,0.336,0.0805,1,0,1,0
0.42,0.115,0.355,0.087,1,0,1,0
0.44,0.115,0.379,0.11,2,0,1,0
0.445,0.12,0.378,0.12,2,0,1,0
0.45,0.13,0.4655,0.135,2,0,0,1
0.455,1.13,0.594,0.1335,2,1,0,0
0.46,0.12,0.4935,0.132,2,0,0,1
0.46,0.11,0.4595,0.116,1,0,0,1
0.465,0.11,0.4955,0.121,1,0,0,1
0.465,0.09,0.4325,0.1275,2,0,1,0
0.475,0.14,0.689,0.1955,1,1,0,0
0.48,0.135,0.5465,0.158,2,0,1,0
0.485,0.135,0.617,0.1635,2,0,0,1
0.49,0.11,0.538,0.139,2,0,1,0
0.5,0.135,0.7815,0.2385,2,0,0,1
0.5,0.14,0.6355,0.1785,2,1,0,0
0.505,0.13,0.6435,0.1515,1,0,0,1
0.525,0.1,0.5115,0.1455,2,0,0,1
0.535,0.125,0.738,0.1795,2,0,0,1
0.535,0.13,0.699,0.2035,2,1,0,0
0.54,0.14,0.7655,0.2365,2,1,0,0
0.54,0.13,0.7505,0.1845,2,1,0,0
0.545,0.16,0.844,0.231,2,1,0,0
0.55,0.13,0.8705,0.213,2,0,0,1
0.55,0.115,0.668,0.209,2,0,1,0
0.565,0.135,0.83,0.238,2,1,0,0
0.58,0.12,0.8685,0.2605,2,0,0,1
0.58,0.15,0.839,0.192,1,1,0,0
0.585,0.15,1.079,0.356,2,1,0,0
0.595,0.15,0.919,0.262,2,0,0,1
0.6,0.19,1.1345,0.3375,2,1,0,0
0.61,0.14,0.909,0.22,2,1,0,0
0.61,0.165,1.2435,0.372,2,0,0,1
0.62,0.16,1.056,0.2725,2,1,0,0
0.645,0.15,1.2095,0.339,2,0,0,1
0.65,0.14,1.238,0.32,2,0,0,1
0.665,0.21,1.644,0.4275,2,1,0,0
0.685,0.2,1.7725,0.49,2,0,0,1
0.69,0.195,1.2525,0.462,2,1,0,0
0.705,0.185,1.761,0.488,2,1,0,0
0.71,0.15,1.3165,0.28,2,1,0,0
0.72,0.22,1.914,0.479,2,0,0,1
0.72,0.215,2.1,0.602,2,1,0,0
0.73,0.18,1.6895,0.4935,2,1,0,0
0.775,0.22,2.032,0.6585,3,0,0,1
0.505,0.115,0.66,0.175,2,1,0,0
0.53,0.13,0.7455,0.245,2,0,0,1
0.505,0.115,0.616,0.21,2,1,0,0
0.405,0.09,0.2825,0.095,1,0,1,0
0.415,0.1,0.3355,0.095,1,0,0,1
0.5,0.145,0.651,0.22,2,0,0,1
0.425,0.08,0.361,0.125,1,0,0,1
0.47,0.1,0.4775,0.175,2,0,0,1
0.4,0.115,0.3465,0.115,2,1,0,0
0.37,0.1,0.25,0.085,2,0,1,0
0.5,0.155,0.66,0.215,3,0,0,1
0.41,0.11,0.315,0.095,2,0,1,0
0.375,0.1,0.276,0.085,2,0,0,1
0.49,0.125,0.5395,0.165,2,1,0,0
0.585,0.185,1.04,0.285,2,0,0,1
0.595,0.155,1.041,0.365,2,0,0,1
0.675,0.18,1.6885,0.6,2,1,0,0
0.665,0.225,2.1835,0.885,3,0,0,1
0.62,0.17,1.2105,0.335,2,0,0,1
0.325,0.055,0.166,0.045,1,0,1,0
0.455,0.08,0.452,0.125,2,0,1,0
0.525,0.13,0.7185,0.175,2,0,0,1
0.385,0.09,0.232,0.08,1,0,1,0
0.13,0.035,0.0105,0.0035,1,0,1,0
0.18,0.045,0.0275,0.009,1,0,1,0
0.31,0.05,0.1445,0.045,1,0,1,0
0.375,0.08,0.282,0.08,1,1,0,0
0.48,0.12,0.608,0.185,2,1,0,0
0.455,0.125,0.433,0.145,2,0,1,0
0.425,0.1,0.3295,0.11,1,0,0,1
0.475,0.11,0.4555,0.145,2,0,1,0
0.435,0.12,0.4585,0.13,2,1,0,0
0.29,0.075,0.275,0.035,1,1,0,0
0.385,0.095,0.335,0.09,1,0,0,1
0.47,0.115,0.4265,0.15,2,0,0,1
0.5,0.125,0.5765,0.185,2,1,0,0
0.4,0.1,0.127,0.085,1,0,1,0
0.62,0.175,1.1505,0.4,2,0,0,1
0.595,0.15,0.8915,0.245,2,0,0,1
0.585,0.14,0.97,0.295,2,0,0,1
0.32,0.08,0.18,0.055,1,0,0,1
0.52,0.125,0.6985,0.215,2,1,0,0
0.44,0.11,0.4585,0.13,2,0,0,1
0.44,0.115,0.4005,0.12,2,1,0,0
0.565,0.1,0.7145,0.18,2,0,0,1
0.56,0.125,0.932,0.335,2,1,0,0
0.59,0.175,0.966,0.31,2,1,0,0
0.57,0.18,0.9995,0.295,3,1,0,0
0.68,0.205,1.496,0.465,2,0,0,1
0.45,0.125,0.5065,0.16,2,1,0,0
0.32,0.075,0.1735,0.05,1,0,1,0
0.46,0.11,0.3945,0.125,2,0,1,0
0.47,0.105,0.4665,0.155,2,0,0,1
0.455,0.105,0.401,0.135,2,0,0,1
0.415,0.115,0.3455,0.11,2,1,0,0
0.465,0.12,0.5205,0.185,2,0,0,1
0.46,0.135,0.4935,0.17,2,0,0,1
0.415,0.09,0.3245,0.115,2,0,0,1
0.27,0.07,0.106,0.036,1,0,0,1
0.445,0.11,0.4415,0.1505,2,0,0,1
0.745,0.19,1.966,0.5855,3,1,0,0
0.4,0.115,0.3025,0.0935,2,1,0,0
0.28,0.075,0.1225,0.035,1,0,1,0
0.55,0.135,0.879,0.265,2,0,0,1
0.58,0.165,1.2275,0.435,3,0,0,1
0.61,0.165,1.2715,0.49,2,0,0,1
0.62,0.175,1.806,0.725,3,0,0,1
0.56,0.195,0.8085,0.285,2,0,0,1
0.64,0.2,1.3905,0.41,2,1,0,0
0.69,0.2,1.8465,0.57,3,0,0,1
0.715,0.24,2.1995,0.885,3,1,0,0
0.71,0.195,1.817,0.49,2,1,0,0
0.55,0.15,0.897,0.29,2,1,0,0
0.375,0.09,0.3245,0.095,1,0,0,1
0.61,0.16,1.136,0.3,2,1,0,0
0.38,0.085,0.2735,0.085,1,0,1,0
0.37,0.085,0.2405,0.07,1,1,0,0
0.335,0.085,0.1545,0.045,1,0,0,1
0.165,0.015,0.0145,0.005,1,0,1,0
0.285,0.075,0.1185,0.04,1,0,0,1
0.19,0.03,0.0295,0.01,1,0,1,0
0.215,0.03,0.0385,0.01,1,0,1,0
0.595,0.125,0.799,0.23,2,0,0,1
0.645,0.17,1.1845,0.355,2,1,0,0
0.575,0.185,0.925,0.35,2,0,0,1
0.57,0.17,1.098,0.405,3,1,0,0
0.58,0.235,1.071,0.395,2,1,0,0
0.595,0.2,0.975,0.34,2,1,0,0
0.595,0.25,1.283,0.445,2,1,0,0
0.625,0.165,1.0595,0.445,3,1,0,0
0.535,0.165,0.9195,0.26,3,0,0,1
0.55,0.16,0.9295,0.355,2,0,0,1
0.495,0.155,0.8085,0.35,1,0,0,1
0.32,0.08,0.1485,0.045,1,0,1,0
0.445,0.12,0.4475,0.13,2,0,0,1
0.52,0.125,0.6865,0.185,2,1,0,0
0.495,0.135,0.6335,0.26,2,0,0,1
0.47,0.135,0.547,0.17,2,0,0,1
0.49,0.14,0.585,0.195,2,1,0,0
0.58,0.165,0.927,0.315,2,0,0,1
0.645,0.185,1.4935,0.455,2,0,0,1
0.575,0.165,1.0405,0.3,2,1,0,0
0.215,0.055,0.0605,0.02,1,0,1,0
0.43,0.11,0.3675,0.12,2,0,1,0
0.26,0.08,0.099,0.045,1,0,1,0
0.37,0.09,0.233,0.07,2,0,1,0
0.405,0.105,0.3625,0.125,2,0,1,0
0.27,0.08,0.081,0.03,1,0,1,0
0.68,0.2,1.596,0.585,3,1,0,0
0.65,0.195,1.4005,0.44,2,1,0,0
0.645,0.215,1.406,0.51,3,1,0,0
0.57,0.16,0.9245,0.295,3,0,0,1
0.615,0.19,1.36,0.47,3,0,0,1
0.42,0.105,0.43,0.13,1,0,0,1
0.275,0.08,0.1365,0.042,1,0,1,0
0.29,0.075,0.14,0.04,1,1,0,0
0.42,0.115,0.4215,0.135,2,0,0,1
0.625,0.215,1.5765,0.665,3,1,0,0
0.55,0.18,1.2125,0.525,3,1,0,0
0.66,0.2,1.6305,0.61,3,0,0,1
0.565,0.195,1.142,0.35,3,0,0,1
0.595,0.235,1.366,0.52,2,1,0,0
0.63,0.23,1.539,0.57,3,0,0,1
0.43,0.12,0.445,0.155,2,1,0,0
0.455,0.14,0.5725,0.175,2,1,0,0
0.33,0.08,0.19,0.065,1,0,1,0
0.515,0.13,0.764,0.25,2,1,0,0
0.495,0.15,0.853,0.27,2,0,0,1
0.485,0.145,0.5885,0.19,2,1,0,0
0.535,0.145,0.7875,0.2,2,1,0,0
0.58,0.175,1.035,0.385,3,0,0,1
0.625,0.195,1.352,0.53,2,1,0,0
0.555,0.18,0.958,0.39,2,1,0,0
0.55,0.145,0.797,0.265,2,1,0,0
0.59,0.155,0.857,0.28,2,0,0,1
0.355,0.11,0.2235,0.08,1,0,1,0
0.275,0.075,0.086,0.03,1,0,1,0
0.505,0.175,0.692,0.215,2,1,0,0
0.37,0.095,0.2225,0.075,1,0,0,1
0.555,0.165,0.7575,0.275,2,0,0,1
0.505,0.165,0.729,0.25,2,1,0,0
0.56,0.18,0.903,0.295,2,1,0,0
0.595,0.17,1.0965,0.35,3,0,0,1
0.57,0.165,0.903,0.295,2,1,0,0
0.6,0.175,1.229,0.415,2,0,0,1
0.56,0.185,1.106,0.33,2,1,0,0
0.585,0.19,1.171,0.4,3,0,0,1
0.46,0.11,0.444,0.11,2,0,1,0
0.46,0.115,0.4755,0.16,2,1,0,0
0.415,0.125,0.388,0.125,2,0,0,1
0.435,0.12,0.3785,0.125,2,1,0,0
0.475,0.135,0.486,0.185,1,1,0,0
0.465,0.13,0.5265,0.165,2,0,0,1
0.355,0.1,0.2275,0.085,2,0,1,0
0.46,0.14,0.5105,0.205,2,0,0,1
0.38,0.11,0.3105,0.105,2,1,0,0
0.47,0.12,0.543,0.15,2,1,0,0
0.36,0.09,0.2225,0.075,1,0,0,1
0.585,0.165,0.998,0.315,2,1,0,0
0.655,0.2,1.5455,0.415,2,0,0,1
0.6,0.175,1.2675,0.38,2,0,0,1
0.57,0.17,1.1,0.38,2,1,0,0
0.645,0.2,1.4285,0.36,2,1,0,0
0.65,0.18,1.793,0.53,2,0,0,1
0.51,0.145,0.6185,0.24,2,0,0,1
0.52,0.135,0.5825,0.175,2,0,0,1
0.495,0.165,0.7485,0.285,2,0,0,1
